 #   2  3  4  5  6  7  8  9  T  A
A,9  0  0  0  0  0  0  0  0  0  0
A,8  0  0  0  0  1  0  0  0  0  0
A,7  1  1  1  1  1  0  0  0  0  0
A,6  0  1  1  1  1  0  0  0  0  0
A,5  0  0  1  1  1  0  0  0  0  0
A,4  0  0  1  1  1  0  0  0  0  0
A,3  0  0  0  1  1  0  0  0  0  0
A,2  0  0  0  1  1  0  0  0  0  0
A,A  0  0  0  0  0  0  0  0  0  0
