 #   2  3  4  5  6  7  8  9  T  A
A,9  0  0  0  0  0  0  0  0  0  0
A,8  0  0  0  0  0  0  0  0  0  0
A,7  0  0  0  0  0  0  0  1  1  1
A,6  1  1  1  1  1  1  1  1  1  1
A,5  1  1  1  1  1  1  1  1  1  1
A,4  1  1  1  1  1  1  1  1  1  1
A,3  1  1  1  1  1  1  1  1  1  1
A,2  1  1  1  1  1  1  1  1  1  1
A,A  1  1  1  1  1  1  1  1  1  1
